"Bent-Beak-Riffraff",-127.181522612042,7.0841950829702,"102830"
"Bent-Beak-Riffraff",-117.385552512139,3.39748681719849,"103177"
"Bent-Beak-Riffraff",-130.006784479771,3.36217915271963,"103178"
"Bent-Beak-Riffraff",-131.908283297999,5.89043453155874,"103181"
"Bent-Beak-Riffraff",-125.634826395799,3.11674476873938,"106265"
"Bent-Beak-Riffraff",-128.122778426478,3.26313989234719,"112603"
"Bent-Beak-Riffraff",-139.221393436745,6.72939510201155,"116198"
"Bent-Beak-Riffraff",-123.44510768477,3.5932057474728,"118831"
"Bent-Beak-Riffraff",-138.127395266167,2.77894422515234,"123208"
"Bent-Beak-Riffraff",-118.414134390787,2.9595296181574,"13505"
"Bent-Beak-Riffraff",-129.808191852681,5.56324450004152,"147433"
"Bent-Beak-Riffraff",-133.75006662889,3.18529727339313,"14774"
"Bent-Beak-Riffraff",-133.183237800735,3.55774061085475,"171003"
"Bent-Beak-Riffraff",-127.949227654584,2.97023441761893,"187721"
"Bent-Beak-Riffraff",-132.232544568444,1.34364605582165,"188528"
"Bent-Beak-Riffraff",-113.604777114441,3.11754022776135,"194470"
"Bent-Beak-Riffraff",-132.292538310422,5.78990202844878,"195113"
"Bent-Beak-Riffraff",-121.141970547987,3.31705102040816,"198529"
"Bent-Beak-Riffraff",-102.949586362321,3.2057796225233,"202124"
"Bent-Beak-Riffraff",-113.448593979211,3.18067071253014,"20422"
"Bent-Beak-Riffraff",-120.54615370587,3.76445464323017,"212941"
"Bent-Beak-Riffraff",-134.480119643002,6.81512164571214,"214770"
"Bent-Beak-Riffraff",-116.8492355127,3.34229888142319,"216565"
"Bent-Beak-Riffraff",-134.679669440273,3.31368041531737,"221677"
"Bent-Beak-Riffraff",-124.899323894693,3.1059479433894,"221678"
"Bent-Beak-Riffraff",-122.443280038061,3.67724412167376,"2335"
"Bent-Beak-Riffraff",-118.020403535769,3.34063256698571,"247089"
"Bent-Beak-Riffraff",-129.36065032494,3.34279865706689,"258764"
"Bent-Beak-Riffraff",-126.883088510053,3.49580820436959,"258765"
"Bent-Beak-Riffraff",-116.046121207805,3.01523346264329,"260894"
"Bent-Beak-Riffraff",-121.532571240631,3.04539529134124,"270664"
"Bent-Beak-Riffraff",-115.966502837263,4.37849272000244,"275906"
"Bent-Beak-Riffraff",-118.890419813879,2.92137352588625,"27815"
"Bent-Beak-Riffraff",-133.610970240709,0.707743556367785,"28249"
"Bent-Beak-Riffraff",-121.7614959802,3.353282028067,"2889"
"Bent-Beak-Riffraff",-122.548404799822,3.82852680091862,"30317"
"Bent-Beak-Riffraff",-129.871054681824,3.64998409177087,"303601"
"Bent-Beak-Riffraff",-134.712885848665,7.49109332846772,"340433"
"Bent-Beak-Riffraff",-134.117547770544,3.21145653114187,"35359"
"Bent-Beak-Riffraff",-121.019208059707,3.4210935529698,"35360"
"Bent-Beak-Riffraff",-112.415723958956,3.08479583246128,"37041"
"Bent-Beak-Riffraff",-124.2666571391,3.41852739225712,"38495"
"Bent-Beak-Riffraff",-128.30275921515,3.10445352634976,"394830"
"Bent-Beak-Riffraff",-130.341995240103,3.08543939694505,"39720"
"Bent-Beak-Riffraff",-137.029612480307,1.58136272698507,"401388"
"Bent-Beak-Riffraff",-120.885279687574,3.13060527106111,"401504"
"Bent-Beak-Riffraff",-121.68251588201,3.7043731138546,"401505"
"Bent-Beak-Riffraff",-124.591482113584,7.8688358632494,"42724"
"Bent-Beak-Riffraff",-125.116943868392,3.27597754085001,"42738"
"Bent-Beak-Riffraff",-118.26792994309,5.00667052903922,"539"
"Bent-Beak-Riffraff",-132.494073478977,3.03485540633271,"54823"
"Bent-Beak-Riffraff",-124.255937719091,3.12431309544829,"59214"
"Bent-Beak-Riffraff",-117.435408793858,3.44283743202662,"63312"
"Bent-Beak-Riffraff",-126.567039828902,5.85778570391722,"63313"
"Bent-Beak-Riffraff",-101.991007562603,3.45240374609781,"63314"
